artist,song_idx,chunk_idx,chunk_path,features
mozart,0,10,./dataset/intermediate_chunks/mozart_song0_chunk10.mid,"[0.07843137 0.05490196 0.08627451 0.15686275 0.00784314 0.18431373
 0.10588235 0.03921569 0.07843137 0.03529412 0.15686275 0.01568627
 5.7480315  1.61417323 1.88976378 0.11811024 0.         0.43307087
 0.         0.19685039 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.11111111 0.
 0.         0.         0.         0.         0.         0.11111111
 0.         0.22222222 0.         0.         0.         0.
 0.         0.         0.22222222 0.33333334]"
mozart,0,11,./dataset/intermediate_chunks/mozart_song0_chunk11.mid,"[0.13286713 0.11538462 0.02447552 0.1013986  0.04895105 0.15384615
 0.09440559 0.05944056 0.05594406 0.05944056 0.14335664 0.01048951
 5.40350877 2.87719298 1.22807018 0.07017544 0.         0.35087719
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.07017544 0.         0.
 0.         0.         0.         0.         0.         0.
 0.25       0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.375      0.         0.375     ]"
mozart,0,12,./dataset/intermediate_chunks/mozart_song0_chunk12.mid,"[0.15162455 0.03610108 0.01083032 0.03249097 0.06859206 0.32851986
 0.05415162 0.06859206 0.01444043 0.10830325 0.11913357 0.00722022
 5.18115942 2.17391304 2.46376812 0.         0.         0.
 0.         0.18115942 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.15384616
 0.07692308 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.46153846 0.         0.30769232]"
mozart,0,13,./dataset/intermediate_chunks/mozart_song0_chunk13.mid,"[9.52380952e-02 0.00000000e+00 1.51785714e-01 1.13095238e-01
 8.92857143e-03 1.93452381e-01 1.19047619e-02 8.33333333e-02
 2.97619048e-03 7.73809524e-02 2.58928571e-01 2.97619048e-03
 5.94029851e+00 2.20895522e+00 1.46268657e+00 0.00000000e+00
 0.00000000e+00 3.58208955e-01 0.00000000e+00 2.98507463e-02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 7.99999982e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.19999997e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.59999996e-01 4.79999989e-01 1.59999996e-01]"
mozart,0,14,./dataset/intermediate_chunks/mozart_song0_chunk14.mid,"[1.59468439e-01 0.00000000e+00 1.19601329e-01 7.97342193e-02
 4.31893688e-02 1.69435216e-01 3.32225914e-03 1.02990033e-01
 3.32225914e-03 1.12956811e-01 1.96013289e-01 9.96677741e-03
 4.56666667e+00 4.13333333e+00 1.03333333e+00 3.33333333e-02
 0.00000000e+00 1.66666667e-01 0.00000000e+00 3.33333333e-02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.33333333e-02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 7.14285746e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 7.14285746e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 7.14285746e-02 3.57142866e-01 4.28571433e-01]"
mozart,0,15,./dataset/intermediate_chunks/mozart_song0_chunk15.mid,"[8.91089109e-02 3.30033003e-03 1.68316832e-01 1.08910891e-01
 3.30033003e-03 2.37623762e-01 1.32013201e-02 5.94059406e-02
 3.30033003e-03 6.60066007e-02 2.47524752e-01 0.00000000e+00
 5.13245033e+00 3.14569536e+00 1.45695364e+00 0.00000000e+00
 0.00000000e+00 1.65562914e-01 0.00000000e+00 9.93377483e-02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 7.40740746e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 3.70370373e-02 2.22222224e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 7.40740746e-02
 0.00000000e+00 3.70370373e-02 4.07407403e-01 1.48148149e-01]"
mozart,0,16,./dataset/intermediate_chunks/mozart_song0_chunk16.mid,"[0.07974138 0.01293103 0.1487069  0.12284483 0.03017241 0.20258621
 0.         0.07327586 0.03017241 0.0625     0.23706897 0.
 6.13390929 3.23974082 0.62634989 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.0952381  0.         0.
 0.         0.23809524 0.         0.         0.         0.
 0.         0.14285715 0.38095239 0.14285715]"
mozart,0,17,./dataset/intermediate_chunks/mozart_song0_chunk17.mid,"[0.10509554 0.01273885 0.14649682 0.11464968 0.02547771 0.19426752
 0.01273885 0.10509554 0.00955414 0.07643312 0.18471338 0.01273885
 5.59105431 2.33226837 1.78913738 0.         0.         0.25559105
 0.         0.03194888 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.04347826 0.
 0.04347826 0.         0.04347826 0.         0.         0.
 0.         0.17391305 0.         0.         0.04347826 0.04347826
 0.         0.08695652 0.30434781 0.2173913 ]"
mozart,0,18,./dataset/intermediate_chunks/mozart_song0_chunk18.mid,"[0.06603774 0.         0.13207547 0.12264151 0.         0.28773585
 0.         0.03301887 0.         0.08490566 0.27358491 0.
 6.25592417 1.13744076 2.41706161 0.         0.         0.09478673
 0.         0.         0.09478673 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.19047619 0.         0.         0.         0.
 0.         0.19047619 0.         0.         0.         0.
 0.         0.0952381  0.33333334 0.19047619]"
mozart,1,0,./dataset/intermediate_chunks/mozart_song1_chunk0.mid,"[0.08786611 0.0125523  0.23849372 0.0083682  0.06276151 0.
 0.07531381 0.16736402 0.         0.16736402 0.         0.17991632
 5.88235294 0.79831933 2.73109244 0.         0.04201681 0.54621849
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.39393941 0.         0.06060606 0.09090909
 0.         0.         0.         0.         0.15151516 0.06060606
 0.03030303 0.         0.         0.         0.03030303 0.18181819
 0.         0.         0.         0.        ]"
mozart,1,1,./dataset/intermediate_chunks/mozart_song1_chunk1.mid,"[0.12380952 0.00634921 0.20634921 0.         0.07619048 0.
 0.05396825 0.2031746  0.         0.14285714 0.00634921 0.18095238
 5.95541401 1.62420382 2.22929936 0.         0.06369427 0.12738854
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.29268292 0.         0.         0.29268292
 0.09756097 0.02439024 0.         0.         0.04878049 0.14634146
 0.         0.         0.04878049 0.         0.         0.
 0.04878049 0.         0.         0.        ]"
mozart,1,2,./dataset/intermediate_chunks/mozart_song1_chunk2.mid,"[0.01228501 0.08599509 0.18181818 0.00737101 0.13513514 0.
 0.17690418 0.14496314 0.         0.16953317 0.01228501 0.07371007
 6.13300493 3.37438424 0.39408867 0.         0.         0.09852217
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.20588236 0.         0.11764706 0.
 0.         0.02941176 0.         0.         0.35294119 0.
 0.02941176 0.         0.         0.02941176 0.17647059 0.05882353
 0.         0.         0.         0.        ]"
mozart,1,3,./dataset/intermediate_chunks/mozart_song1_chunk3.mid,"[0.         0.07615894 0.18211921 0.         0.1589404  0.
 0.12913907 0.11258278 0.02317881 0.25496689 0.         0.06291391
 5.84717608 2.72425249 0.73089701 0.         0.06644518 0.59800664
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.03322259 0.
 0.         0.         0.03448276 0.         0.1724138  0.
 0.         0.03448276 0.         0.06896552 0.37931034 0.
 0.         0.         0.         0.13793103 0.10344828 0.06896552
 0.         0.         0.         0.        ]"
mozart,1,4,./dataset/intermediate_chunks/mozart_song1_chunk4.mid,"[5.74412533e-02 4.96083551e-02 1.87989556e-01 1.04438642e-02
 1.20104439e-01 0.00000000e+00 1.38381201e-01 1.46214099e-01
 2.61096606e-03 1.30548303e-01 7.83289817e-03 1.48825065e-01
 5.73298429e+00 3.24607330e+00 8.90052356e-01 0.00000000e+00
 2.61780105e-02 1.04712042e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.70270258e-01 0.00000000e+00 2.70270277e-02 1.35135129e-01
 8.10810775e-02 2.70270277e-02 2.70270277e-02 0.00000000e+00
 1.08108111e-01 1.08108111e-01 2.70270277e-02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 8.10810775e-02 1.08108111e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
mozart,1,5,./dataset/intermediate_chunks/mozart_song1_chunk5.mid,"[7.55813953e-02 2.90697674e-03 1.19186047e-01 3.48837209e-02
 1.33720930e-01 0.00000000e+00 1.19186047e-01 1.86046512e-01
 0.00000000e+00 1.27906977e-01 0.00000000e+00 2.00581395e-01
 6.53061224e+00 1.48688047e+00 1.57434402e+00 0.00000000e+00
 2.91545190e-02 3.79008746e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.42424250e-01 0.00000000e+00 9.09090936e-02 1.81818187e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.03030312e-02
 1.21212125e-01 3.03030312e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 3.03030312e-02 2.42424250e-01
 3.03030312e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
mozart,1,6,./dataset/intermediate_chunks/mozart_song1_chunk6.mid,"[0.11968085 0.         0.08244681 0.03457447 0.17819149 0.07446809
 0.07446809 0.16489362 0.01861702 0.07712766 0.00797872 0.16755319
 6.48       1.78666667 1.44       0.         0.02666667 0.26666667
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05555556 0.16666667 0.16666667
 0.         0.         0.33333334 0.         0.         0.
 0.05555556 0.         0.16666667 0.         0.         0.
 0.05555556 0.         0.         0.        ]"
mozart,1,7,./dataset/intermediate_chunks/mozart_song1_chunk7.mid,"[1.57754011e-01 2.67379679e-03 1.79144385e-01 1.33689840e-02
 1.49732620e-01 1.04278075e-01 1.87165775e-02 1.60427807e-01
 4.27807487e-02 6.41711230e-02 2.67379679e-03 1.04278075e-01
 6.97050938e+00 1.17962466e+00 1.66219839e+00 0.00000000e+00
 0.00000000e+00 1.87667560e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 8.69565234e-02 1.73913047e-01 0.00000000e+00 8.69565234e-02
 4.34782617e-02 0.00000000e+00 3.04347813e-01 4.34782617e-02
 0.00000000e+00 4.34782617e-02 4.34782617e-02 8.69565234e-02
 4.34782617e-02 0.00000000e+00 4.34782617e-02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
mozart,1,8,./dataset/intermediate_chunks/mozart_song1_chunk8.mid,"[2.06489676e-02 7.66961652e-02 3.42182891e-01 5.89970501e-03
 3.83480826e-02 5.89970501e-03 8.84955752e-02 1.44542773e-01
 0.00000000e+00 1.03244838e-01 1.20943953e-01 5.30973451e-02
 6.53846154e+00 1.68639053e+00 1.56804734e+00 0.00000000e+00
 0.00000000e+00 2.07100592e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.28205135e-01 0.00000000e+00 0.00000000e+00 7.69230798e-02
 2.56410260e-02 2.05128208e-01 0.00000000e+00 7.69230798e-02
 2.56410271e-01 5.12820520e-02 7.69230798e-02 0.00000000e+00
 2.56410260e-02 0.00000000e+00 0.00000000e+00 7.69230798e-02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
mozart,1,9,./dataset/intermediate_chunks/mozart_song1_chunk9.mid,"[1.11405836e-01 2.65251989e-03 1.83023873e-01 5.30503979e-03
 7.95755968e-02 5.03978780e-02 4.50928382e-02 2.36074271e-01
 0.00000000e+00 1.03448276e-01 0.00000000e+00 1.83023873e-01
 6.75531915e+00 1.43617021e+00 1.64893617e+00 0.00000000e+00
 2.65957447e-02 1.32978723e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.47826093e-01 6.52173907e-02 6.52173907e-02 1.08695649e-01
 4.34782617e-02 0.00000000e+00 1.52173907e-01 0.00000000e+00
 6.52173907e-02 2.17391308e-02 4.34782617e-02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.17391308e-02 6.52173907e-02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
mozart,1,10,./dataset/intermediate_chunks/mozart_song1_chunk10.mid,"[0.15317919 0.01445087 0.16473988 0.00867052 0.10115607 0.00578035
 0.11271676 0.14450867 0.01156069 0.15606936 0.         0.12716763
 5.44927536 3.76811594 0.63768116 0.         0.         0.14492754
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.26086956 0.         0.02173913 0.08695652
 0.06521739 0.         0.08695652 0.02173913 0.17391305 0.02173913
 0.02173913 0.         0.         0.02173913 0.08695652 0.08695652
 0.04347826 0.         0.         0.        ]"
mozart,1,11,./dataset/intermediate_chunks/mozart_song1_chunk11.mid,"[0.10324484 0.02064897 0.25368732 0.         0.04424779 0.
 0.06489676 0.19469027 0.         0.13864307 0.         0.179941
 6.15384615 2.72189349 0.53254438 0.0295858  0.0591716  0.47337278
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.0295858  0.
 0.         0.         0.37142858 0.         0.         0.08571429
 0.14285715 0.02857143 0.02857143 0.         0.14285715 0.14285715
 0.02857143 0.         0.         0.         0.02857143 0.
 0.         0.         0.         0.        ]"
mozart,1,12,./dataset/intermediate_chunks/mozart_song1_chunk12.mid,"[1.35467980e-01 0.00000000e+00 2.33990148e-01 2.46305419e-03
 5.17241379e-02 1.72413793e-02 8.86699507e-02 1.77339901e-01
 0.00000000e+00 1.33004926e-01 0.00000000e+00 1.60098522e-01
 6.64197531e+00 2.51851852e+00 6.66666667e-01 0.00000000e+00
 7.40740741e-02 7.40740741e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.46913580e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.70588237e-01 8.82352963e-02 0.00000000e+00 2.35294119e-01
 0.00000000e+00 2.94117648e-02 5.88235296e-02 0.00000000e+00
 0.00000000e+00 8.82352963e-02 0.00000000e+00 2.94117648e-02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
mozart,1,13,./dataset/intermediate_chunks/mozart_song1_chunk13.mid,"[1.11782477e-01 1.51057402e-02 2.56797583e-01 6.04229607e-03
 4.53172205e-02 3.02114804e-03 6.34441088e-02 1.99395770e-01
 6.04229607e-03 1.05740181e-01 3.02114804e-03 1.84290030e-01
 5.63636364e+00 2.75757576e+00 1.33333333e+00 0.00000000e+00
 1.51515152e-01 1.21212121e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.85714287e-01 0.00000000e+00 0.00000000e+00 5.71428575e-02
 2.85714287e-02 8.57142881e-02 0.00000000e+00 0.00000000e+00
 5.71428575e-02 2.85714287e-02 1.14285715e-01 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.85714287e-02 1.14285715e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
mozart,1,14,./dataset/intermediate_chunks/mozart_song1_chunk14.mid,"[1.13131313e-01 2.22222222e-02 2.02020202e-01 6.06060606e-03
 8.68686869e-02 6.06060606e-03 5.05050505e-02 1.45454545e-01
 1.01010101e-02 1.63636364e-01 6.06060606e-03 1.87878788e-01
 6.76113360e+00 2.75303644e+00 4.85829960e-01 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.94117659e-01 8.82352963e-02 2.94117648e-02 1.17647059e-01
 0.00000000e+00 8.82352963e-02 5.88235296e-02 5.88235296e-02
 0.00000000e+00 8.82352963e-02 8.82352963e-02 0.00000000e+00
 2.94117648e-02 0.00000000e+00 2.94117648e-02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 2.94117648e-02]"
mozart,1,15,./dataset/intermediate_chunks/mozart_song1_chunk15.mid,"[0.17197452 0.         0.24203822 0.         0.07006369 0.
 0.06369427 0.15286624 0.         0.12738854 0.         0.17197452
 5.70512821 1.41025641 2.88461538 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.3888889  0.16666667 0.         0.16666667
 0.         0.         0.         0.         0.05555556 0.16666667
 0.         0.         0.05555556 0.         0.         0.
 0.         0.         0.         0.        ]"
mozart,2,0,./dataset/intermediate_chunks/mozart_song2_chunk0.mid,"[0.01204819 0.13253012 0.09638554 0.02409639 0.06024096 0.06024096
 0.19277108 0.         0.08433735 0.20481928 0.02409639 0.10843373
 4.81481481 0.74074074 0.         1.35802469 0.         0.
 0.         2.4691358  0.         0.         0.24691358 0.
 0.         0.         0.37037037 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.5        0.33333334
 0.         0.         0.         0.         0.         0.16666667
 0.         0.         0.         0.        ]"
